-1 1:1 2:0 3:0.99539 4:-0.05889 5:0.85243 6:0.02306 7:0.83398 8:-0.37708 9:1 10:0.0376 11:0.85243 12:-0.17755 13:0.59755 14:-0.44945 15:0.60536 16:-0.38223 17:0.84356 18:-0.38542 19:0.58212 20:-0.32192 21:0.56971 22:-0.29674 23:0.36946 24:-0.47357 25:0.56811 26:-0.51171 27:0.41078 28:-0.46168 29:0.21266 30:-0.3409 31:0.42267 32:-0.54487 33:0.18641 34:-0.453 
1 1:0.19083 2:0.18086 3:0.21378 4:0.22427 5:0.23568 6:0.27381 7:0.25553 8:0.3293 9:0.27226 10:0.39023 11:0.28476 12:0.45582 13:0.292 14:0.52494 15:0.29304 16:0.59615 17:0.28714 18:0.66775 19:0.2738 20:0.73781 21:0.25283 22:0.80426 23:0.54701 24:0.66026 25:-0.26496 26:0.95513 27:0.14756 28:0.96142 29:0.10123 30:0.99363 31:0.05149 32:1 33:0 34:1 
-1 1:0.72831 2:-1 3:-0.3254 4:-1 5:0.50794 6:1 7:1 8:1 9:0.36508 10:0.82937 11:-1 12:-1 13:-1 14:0.68839 15:1 16:1 17:1 18:0.47364 19:1 20:-1 21:-1 22:-1 23:0.7619 24:0.81349 25:0.31746 26:1 27:-1 28:-1 29:-1 30:-1 31:-0.09524 32:1 33:0 34:1 
1 1:-0.14725 2:0.85841 3:-0.10194 4:0.78317 5:0.09385 6:0.98544 7:-0.02302 8:0.87293 9:-0.02589 10:0.84547 11:-0.03641 12:0.75081 13:0.26133 14:0.84871 15:-0.14482 16:0.87379 17:-0.25324 18:0.84628 19:0.05097 20:0.91586 21:0.08172 22:0.99676 23:0.09061 24:0.96197 25:0.16828 26:0.93123 27:-0.40129 28:0.92314 29:0.43204 30:0.60761 31:-0.0019 32:0.93669 33:0 34:1 
-1 1:1 2:1 3:1 4:-0.75 5:-0.75 6:1 7:0.625 8:1 9:1 10:1 11:-1 12:1 13:1 14:1 15:1 16:1 17:0 18:0 19:1 20:1 21:1 22:1 23:1 24:1 25:-0.5 26:1 27:1 28:1 29:1 30:1 31:-1 32:1 33:0 34:1 
1 1:-0.11717 2:0.96523 3:-0.13722 4:1 5:0.03885 6:0.91165 7:-0.04597 8:0.96238 9:-0.01253 10:1 11:0.09242 12:0.99624 13:0.03728 14:0.974 15:-0.15633 16:0.83584 17:-0.18954 18:0.95802 19:0.0661 20:1 21:-0.06861 22:0.9812 23:0.2782 24:1 25:0.15414 26:1 27:-0.10401 28:1 29:-0.78509 30:1 31:0.23058 32:1 33:0 34:1 
-1 1:0.00325 2:1.5e-4 3:0.00108 4:-0.00761 5:-0.01672 6:-0.00403 7:-0.01186 8:0.03443 9:0.06639 10:0.03021 11:0.06895 12:-0.11976 13:-0.20188 14:-0.14343 15:-0.27461 16:0.31755 17:0.46502 18:0.48684 19:1 20:-0.09677 21:-0.79313 22:-1 23:-0.3871 24:0.74597 25:0.95041 26:1 27:1 28:-0.07661 29:-1 30:-1 31:-1 32:0.36876 33:0 34:1 
1 1:-0.0574 2:1 3:-0.1875 4:1 5:0.07908 6:0.75638 7:-0.00394 8:1 9:-0.14541 10:1 11:0.30804 12:0.90306 13:0.00191 14:1 15:0.07717 16:0.95663 17:-0.13074 18:1 19:0.02487 20:0.98214 21:0.02105 22:0.99745 23:0.20663 24:0.70217 25:-0.07398 26:0.98151 27:-0.07653 28:1 29:-0.16964 30:0.80804 31:0.38265 32:0.79847 33:0 34:1 
-1 1:0 2:0 3:-1 4:1 5:1 6:1 7:0 8:1 9:1 10:1 11:-1 12:1 13:1 14:1 15:0 16:0 17:-1 18:1 19:1 20:1 21:1 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 
1 1:-0.7 2:0.13994 3:-0.73145 4:0.16604 5:-0.78239 6:0.26352 7:-0.76054 8:0.35504 9:-0.73333 10:0.49214 11:-0.87327 12:0.54465 13:-0.70975 14:0.68459 15:-0.57579 16:0.59623 17:-0.58019 18:0.69748 19:-0.58899 20:0.75723 21:-0.44119 22:0.90818 23:-0.49057 24:0.92736 25:-0.30566 26:1 27:-0.35094 28:0.94623 29:-0.25346 30:1 31:-0.28428 32:1 33:0 34:1 
-1 1:0 2:0 3:1 4:0 5:-1 6:1 7:-0.2 8:-1 9:1 10:1 11:-1 12:-0.6 13:-1 14:1 15:-1 16:-1 17:-1 18:-1 19:0 20:0 21:-1 22:1 23:0 24:0 25:-1 26:-0.85 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:1 
1 1:0.04545 2:0.86364 3:-0.09091 4:0.86364 5:0.09091 6:0.95455 7:0.02897 8:0.91541 9:0.04545 10:0.90909 11:0.09091 12:0.77273 13:0.09091 14:0.86364 15:0 16:1 17:0 18:1 19:-0.04545 20:0.90909 21:0.04545 22:1 23:0 24:0.95455 25:0 26:1 27:0 28:0.77273 29:-0.09091 30:0.95455 31:0.09091 32:1 33:0 34:1 
-1 1:0 2:0 3:-1 4:1 5:0 6:0 7:-1 8:-1 9:-1 10:1 11:0 12:0 13:-1 14:1 15:-1 16:1 17:-1 18:-1 19:-0.3125 20:-1 21:-1 22:-1 23:0 24:0 25:-1 26:-1 27:1 28:1 29:1 30:-1 31:0 32:0 33:0 34:0 
1 1:0.05882 2:0.91176 3:0.05882 4:0.97059 5:-0.11765 6:0.94118 7:0.026 8:0.92663 9:0.02941 10:0.85294 11:0.02941 12:0.88235 13:0.11765 14:0.76471 15:0 16:1 17:0 18:1 19:0.02941 20:0.94118 21:0.14706 22:0.97059 23:-0.17647 24:0.97059 25:-0.02941 26:0.91176 27:0.08824 28:0.82353 29:0.17647 30:0.97059 31:-0.08824 32:0.91176 33:0 34:1 
-1 1:1 2:0.14939 3:-0.32317 4:-1 5:-1 6:1 7:-0.03578 8:-1 9:-1 10:1 11:-1 12:-1 13:-1 14:-0.31402 15:1 16:1 17:-1 18:0.28301 19:-0.23476 20:-1 21:1 22:1 23:-1 24:-1 25:1 26:-1 27:1 28:0.28354 29:0.15244 30:-1 31:1 32:-1 33:0 34:1 
1 1:0.09719 2:0.57418 3:0.09534 4:0.6015 5:-0.21053 6:0.52632 7:0.08968 8:0.65419 9:0.21053 10:0.42105 11:0.08141 12:0.70301 13:0.07631 14:0.7255 15:0.05263 16:1 17:0.47368 18:0.84211 19:0.05756 20:0.78315 21:0.05028 22:0.79856 23:0 24:0.68421 25:-0.05263 26:0.68421 27:0.02615 28:0.83155 29:0.01756 30:0.83781 31:-0.10526 32:0.47368 33:0 34:1 
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:-0.51282 8:-0.61538 9:0 10:0 11:-0.80769 12:-0.34615 13:0.74359 14:-0.35256 15:0.92949 16:0.3141 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:1 28:-0.01923 29:0 30:0 31:-0.5 32:-0.00641 33:0 34:1 
1 1:0.27273 2:0.72727 3:0.63636 4:1 5:0.36364 6:1 7:0.08867 8:1 9:-0.09091 10:1 11:0.0775 12:1 13:-0.45455 14:0.90909 15:-0.27273 16:1 17:-0.63636 18:1 19:0.27273 20:0.63636 21:-0.45455 22:0.81818 23:0 24:1 25:-0.09091 26:1 27:0.63636 28:0.81818 29:0.54545 30:1 31:0.45455 32:1 33:0 34:1 
-1 1:0 2:0 3:0.5 4:1 5:0 6:0 7:1 8:1 9:1 10:-1 11:-1 12:1 13:1 14:-1 15:0 16:0 17:0 18:0 19:0 20:0 21:-1 22:1 23:-1 24:1 25:0 26:0 27:1 28:-1 29:-1 30:1 31:-1 32:-1 33:0 34:0 
1 1:-0.01832 2:0.28985 3:0 4:0.36364 5:0 6:0.27273 7:-0.01768 8:0.34442 9:-0.09091 10:0.36364 11:0.18182 12:0.27273 13:-0.09091 14:0.36364 15:0 16:0.45455 17:-0.18182 18:0.63636 19:-0.01343 20:0.48612 21:-0.09091 22:0.45455 23:-0.09091 24:0.36364 25:0 26:0.63636 27:0.18182 28:0.27273 29:0.09091 30:0.63636 31:0.09091 32:0.45455 33:0 34:1 
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:0.51613 8:1 9:0.23387 10:0.29839 11:0 12:0 13:-1 14:-1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:1 26:-0.87097 27:0.64516 28:-1 29:0 30:0 31:-0.59677 32:-1 33:0 34:1 
1 1:0 2:1 3:0.57143 4:1 5:0.05182 6:1 7:0.04891 8:1 9:-0.28571 10:0.28571 11:0 12:1 13:-0.28571 14:1 15:0.03617 16:1 17:-0.14286 18:0.42857 19:0 20:1 21:0.02534 22:1 23:-0.14286 24:0.85714 25:-0.14286 26:1 27:0.71429 28:1 29:0.71429 30:1 31:0.14286 32:1 33:0 34:1 
-1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 9:-1 10:1 11:1 12:1 13:1 14:1 15:-1 16:1 17:-1 18:1 19:1 20:1 21:-1 22:1 23:1 24:1 25:1 26:1 27:1 28:1 29:-1 30:1 31:1 32:1 33:0 34:0 
1 1:0.57552 2:-0.06739 3:0.56573 4:0.25974 5:0.39762 6:0.52798 7:0.10484 8:0.69097 9:-0.24843 10:0.69274 11:-0.5743 12:0.51557 13:-0.78699 14:0.18823 15:-0.82881 16:-0.24012 17:-0.63342 18:-0.59383 19:-0.24942 20:-0.82417 21:0.16731 22:-0.92099 23:0.58226 24:-0.73939 25:0.87916 26:-0.38033 27:0.95275 28:0.1038 29:0.82161 30:0.53945 31:0.46972 32:0.87032 33:0 34:1 
-1 1:-1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:1 11:-1 12:1 13:1 14:1 15:1 16:1 17:1 18:1 19:-1 20:1 21:-1 22:1 23:-1 24:1 25:1 26:1 27:-1 28:1 29:1 30:1 31:-1 32:1 33:0 34:0 
1 1:0.46571 2:0.11573 3:0.49124 4:0.14312 5:0.53448 6:0.22307 7:0.54214 8:0.26978 9:0.55274 10:0.3334 11:0.55684 12:0.42546 13:0.54212 14:0.48435 15:0.5218 16:0.53392 17:0.51752 18:0.60101 19:0.4836 20:0.66586 21:0.40552 22:0.76221 23:0.40198 24:0.80619 25:0.36526 26:0.83675 27:0.19791 28:0.86098 29:0.15766 30:0.89266 31:0.04174 32:0.92657 33:0 34:1 
-1 1:0 2:0 3:-1 4:-1 5:0 6:0 7:1 8:1 9:0 10:0 11:1 12:1 13:1 14:-1 15:0 16:0 17:0 18:0 19:0 20:0 21:-1 22:1 23:0 24:0 25:1 26:1 27:-1 28:1 29:-1 30:1 31:1 32:1 33:0 34:0 
1 1:0.55835 2:-0.47419 3:0.64363 4:-0.38532 5:0.71454 6:-0.33169 7:0.78004 8:-0.20995 9:0.7978 10:-0.07361 11:0.88869 12:0.00494 13:0.85615 14:0.13712 15:0.85952 16:0.25539 17:0.82742 18:0.41629 19:0.73586 20:0.5083 21:0.75 22:0.6526 23:0.59942 24:0.72352 25:0.47127 26:0.79039 27:0.38779 28:0.85705 29:0.25359 30:0.93716 31:0.13645 32:0.93537 33:0 34:1 
-1 1:1 2:-1 3:1 4:-1 5:-1 6:1 7:-1 8:1 9:0 10:1 11:-1 12:-1 13:-1 14:-1 15:-1 16:1 17:1 18:1 19:-1 20:-1 21:-1 22:-1 23:1 24:1 25:1 26:1 27:1 28:-1 29:1 30:-1 31:-1 32:1 33:0 34:0 
1 1:0.31154 2:-0.23846 3:0.23896 4:-0.26634 5:0.29541 6:-0.23832 7:0.34976 8:-0.1994 9:0.40006 10:-0.14943 11:0.44424 12:-0.08856 13:0.42885 14:-0.03462 15:0.575 16:-0.09808 17:0.51877 18:0.15215 19:0.37115 20:0.25192 21:0.57308 22:0.25 23:0.46439 24:0.44793 25:0.45577 26:0.36923 27:0.19038 28:0.64615 29:0.24323 30:0.73061 31:0.13069 32:0.80627 33:0 34:1 
-1 1:1 2:1 3:-1 4:1 5:1 6:1 7:-1 8:1 9:-1 10:1 11:-1 12:1 13:1 14:1 15:1 16:1 17:-1 18:1 19:-1 20:1 21:1 22:1 23:-1 24:1 25:1 26:1 27:-1 28:1 29:1 30:1 31:-1 32:1 33:0 34:0 
1 1:0.74242 2:-0.10289 3:0.77702 4:-0.02962 5:0.80439 6:0.07497 7:0.78541 8:0.16813 9:0.7621 10:0.26832 11:0.75622 12:0.35289 13:0.68159 14:0.44245 15:0.70398 16:0.48869 17:0.66893 18:0.58548 19:0.5882 20:0.69946 21:0.52284 22:0.72298 23:0.45217 24:0.8555 25:0.32711 26:0.89009 27:0.32248 28:0.88783 29:0.20036 30:0.9412 31:0.13082 32:0.97467 33:0 34:1 
-1 1:0 2:0 3:1 4:-1 5:0 6:0 7:-1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:-1 22:1 23:0 24:0 25:1 26:1 27:0 28:0 29:1 30:1 31:0 32:0 33:0 34:0 
1 1:0.35095 2:-0.56231 3:0.40732 4:-0.53146 5:0.50131 6:-0.46799 7:0.58553 8:-0.38798 9:0.65708 10:-0.29291 11:0.71327 12:-0.18479 13:0.76969 14:-0.12064 15:0.76171 16:0.04686 17:0.76818 18:0.19128 19:0.67697 20:0.31705 21:0.74676 22:0.4327 23:0.62719 24:0.57449 25:0.5683 26:0.70588 27:0.3679 28:0.72582 29:0.29757 30:0.86399 31:0.15451 32:0.92308 33:0 34:1 
-1 1:0 2:0 3:1 4:-1 5:0 6:0 7:1 8:1 9:0 10:0 11:1 12:1 13:0 14:0 15:0 16:0 17:-1 18:-1 19:0 20:0 21:-1 22:-1 23:0 24:0 25:0 26:0 27:1 28:1 29:1 30:1 31:0 32:0 33:0 34:0 
1 1:0.12556 2:0.42152 3:-0.09461 4:0.47029 5:-0.29838 6:0.43227 7:-0.48392 8:0.30406 9:-0.61055 10:0.09562 11:-0.64338 12:-0.16449 13:-0.55605 14:-0.46637 15:-0.30942 16:-0.6278 17:-0.08205 18:-0.7894 19:0.26906 20:-0.8296 21:0.56502 22:-0.64574 23:0.80441 24:-0.39597 25:0.90135 26:-0.06726 27:0.87892 28:0.29148 29:0.69431 30:0.65926 31:0.38138 32:0.88804 33:0 34:1 
-1 1:1 2:1 3:1 4:1 5:-1 6:1 7:1 8:1 9:-1 10:1 11:-1 12:1 13:-1 14:1 15:-1 16:1 17:1 18:1 19:1 20:1 21:-1 22:1 23:1 24:1 25:1 26:1 27:1 28:1 29:1 30:1 31:-1 32:1 33:0 34:0 
1 1:0.49831 2:0.30588 3:0.49721 4:0.3507 5:1 6:0.12473 7:0.482 8:0.44174 9:0.57549 10:0.9453 11:0.44872 12:0.5312 13:0.42528 14:0.57399 15:-0.02845 16:0.64333 17:0.17287 18:0.49672 19:0.32925 20:0.68798 21:0.28954 22:0.71947 23:0.21225 24:1 25:0.05252 26:0.5558 27:0.15266 28:0.78826 29:0.10278 30:0.80151 31:-0.38293 32:0.73523 33:0 34:1 
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 
1 1:-0.0026 2:1 3:0.07061 4:0.97845 5:0.00818 6:0.97473 7:0.04356 8:0.95243 9:0.08101 10:0.93274 11:0.07098 12:0.96358 13:0.0498 14:0.9777 15:-0.00706 16:0.98551 17:0.07135 18:0.94277 19:0.01858 20:0.98625 21:0.04719 22:0.97213 23:0.0353 24:0.94054 25:0.01598 26:0.95801 27:0.00372 28:0.98922 29:-0.0026 30:0.97287 31:0.00892 32:0.94649 33:0 34:1 
-1 1:-1 2:-1 3:-1 4:-1 5:0 6:0 7:-1 8:1 9:0 10:0 11:1 12:1 13:1 14:-1 15:0 16:0 17:0 18:0 19:0 20:0 21:-1 22:-1 23:0 24:0 25:0 26:0 27:-1 28:-1 29:-1 30:-1 31:1 32:1 33:0 34:0 
